song_id,quadrant,valence,arousal,mood_all,mood_all_weights,genre,genre_weights,theme,theme_weights,style,style_weights,top_k_mood,top_k_genre,top_k_theme,top_k_style,theme_label
MT0031508823,Q1,0.8518749999999999,0.62125,"Carefree,Celebratory,Cheerful,Exuberant,Fun,Happy,Joyous,Lively,Playful,Stylish,Summery","4,5,6,6,7,7,8,8,8,9,9",Latin,9,"At the Beach,Celebration,Partying,Pool Party","6,7,9,9","Latin Pop,Salsa,Tropical","7,7,9","stylish,summery",latin,"partying,pool party",tropical,T2
MT0031544440,Q1,0.6875,0.515,"Earnest,Earthy,Gutsy,Intimate,Joyous,Passionate,Reflective,Romantic,Rousing,Sensual,Sentimental,Sexy,Smooth,Sophisticated,Stylish,Sweet,Warm","5,5,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8",R&B,8,"In Love,Romantic Evening,Seduction,Sex","8,9,9,9","Memphis Soul,Smooth Soul,Soul","5,5,8","passionate,reflective,romantic,rousing,sensual,sentimental,sexy,smooth,sophisticated,stylish,sweet,warm",r&b,"romantic evening,seduction,sex",soul,T6
MT0031548988,Q1,0.86875,0.7025,"Amiable/Good-Natured,Boisterous,Carefree,Celebratory,Cheerful,Energetic,Exciting,Exuberant,Freewheeling,Fun,Happy,Joyous,Lively,Playful,Rollicking,Rousing","5,6,7,8,8,8,9,9,9,9,9,9,9,9,9,9","Pop/Rock,R&B","8,9","Partying,Playful,TGIF","4,7,9","Early R&B,Rock & Roll","8,9","exciting,exuberant,freewheeling,fun,happy,joyous,lively,playful,rollicking,rousing",r&b,tgif,rock & roll,T2
MT0031555265,Q2,0.305,0.54375,"Aggressive,Angry,Brash,Clinical,Confident,Confrontational,Harsh,Intense,Literate,Outrageous,Provocative,Raucous,Reckless,Stylish,Trippy,Visceral,Volatile,Witty","5,5,5,6,6,6,6,6,6,6,7,7,7,7,8,8,9,9",Rap,7,"Cool & Cocky,Empowering,Guys Night Out,The Creative Side","9,9,9,9","Alternative Rap,Underground Rap","7,7","volatile,witty",rap,"cool & cocky,empowering,guys night out,the creative side","alternative rap,underground rap",T2
MT0031574394,Q1,0.578125,0.635,"Cathartic,Dramatic,Earnest,Passionate,Rousing","6,7,7,8,9",Pop/Rock,9,New Love,8,"Alternative Pop/Rock,Alternative/Indie Rock,Post-Grunge","6,9,9",rousing,pop/rock,new love,"alternative/indie rock,post-grunge",T6
MT0031615488,Q4,0.73,0.42125,"Bright,Earnest,Elegant,Humorous,Lazy,Nostalgic,Plaintive,Playful,Relaxed,Silly,Street-Smart,Warm,Whimsical","3,4,6,6,6,6,6,7,7,7,8,9,9",Jazz,9,"Comfort,Day Driving,Guys Night Out,Mischievous,Monday Morning,Road Trip,Sunday Afternoon","5,6,7,8,8,8,8","Big Band,Mainstream Jazz","9,9","warm,whimsical",jazz,"mischievous,monday morning,road trip,sunday afternoon","big band,mainstream jazz","T2,T4"
MT0031626819,Q4,0.6487499999999999,0.284375,"Bittersweet,Delicate,Earnest,Gentle,Innocent,Intimate,Laid-Back/Mellow,Melancholy,Naive,Poignant,Refined,Reflective,Reserved,Sentimental,Smooth,Soft/Quiet,Weary,Wistful","5,5,5,6,6,6,7,7,7,7,8,8,8,8,9,9,9,9","Country,Pop/Rock","7,9","Breakup,Feeling Blue,Heartache","9,9,9","Close Harmony,Country-Pop,Early Pop/Rock,Rock & Roll","5,7,7,9","smooth,soft/quiet,weary,wistful",pop/rock,"breakup,feeling blue,heartache",rock & roll,T5
MT0031661393,Q2,0.328125,0.53125,"Brash,Bravado,Confident,Energetic,Lively,Reckless,Slick,Street-Smart,Tense/Anxious,Thuggish,Uncompromising,Volatile","7,7,7,7,7,8,8,8,8,8,8,8",Rap,9,"Guys Night Out,Hanging Out","7,7","East Coast Rap,Hardcore Rap","7,9","reckless,slick,street-smart,tense/anxious,thuggish,uncompromising,volatile",rap,"guys night out,hanging out",hardcore rap,T2
MT0031664726,Q1,0.8,0.665,"Boisterous,Bright,Celebratory,Confident,Energetic,Fun,Lively,Passionate,Sensual,Sexual,Sexy,Summery,Sweet","6,7,8,8,8,8,9,9,9,9,9,9,9","Pop/Rock,R&B","9,9","Girls Night Out,Partying,Sex,Summer,TGIF","7,7,9,9,9","Dance-Pop,Urban","9,9","lively,passionate,sensual,sexual,sexy,summery,sweet","pop/rock,r&b","sex,summer,tgif","dance-pop,urban","T2,T6"
MT0031693432,Q3,0.2475,0.3818749999999999,"Anguished/Distraught,Bleak,Confrontational,Dramatic,Earnest,Earthy,Gloomy,Gritty,Intense,Intimate,Melancholy,Passionate,Reflective,Somber,Street-Smart,Tense/Anxious,Unsettling,Weary","3,4,4,5,5,5,5,6,6,6,6,7,8,8,8,9,9,9","Blues,Jazz","6,9","Heartache,Loss/Grief,Reflection,Reminiscing","9,9,9,9","Blues Revival,Classic Female Blues,Early Jazz,Swing","5,6,7,9","tense/anxious,unsettling,weary",jazz,"heartache,loss/grief,reflection,reminiscing",swing,"T1,T5"
MT0031716439,Q1,0.68375,0.70375,"Atmospheric,Bright,Dreamy,Effervescent,Ethereal,Hypnotic,Intimate,Light,Romantic,Sensual,Sexy,Slick,Smooth,Sophisticated,Sparkling,Spicy,Stylish,Summery,Sweet,Warm","9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9","International,Jazz","9,9","Background Music,Dinner Ambiance,Relaxation,Romantic Evening,Seduction,Sex","9,9,9,9,9,9","Bossa Nova,Brazilian Jazz,Brazilian Pop,Brazilian Traditions,MPB,World Fusion","9,9,9,9,9,9","atmospheric,bright,dreamy,effervescent,ethereal,hypnotic,intimate,light,romantic,sensual,sexy,slick,smooth,sophisticated,sparkling,spicy,stylish,summery,sweet,warm","international,jazz","background music,dinner ambiance,relaxation,romantic evening,seduction,sex","bossa nova,brazilian jazz,brazilian pop,brazilian traditions,mpb,world fusion","T4,T6"
MT0031726825,Q2,0.2262499999999999,0.564375,"Aggressive,Angry,Brash,Fiery,Hostile,Intense,Malevolent,Menacing,Raucous,Reckless,Rowdy,Sleazy,Visceral","6,6,7,7,7,7,7,7,7,8,8,8,9",Pop/Rock,7,"Guys Night Out,Hanging Out","8,8","Alternative/Indie Rock,Hardcore Punk,Punk Revival,Punk/New Wave","2,2,7,7",visceral,pop/rock,"guys night out,hanging out","punk revival,punk/new wave",T2
MT0031733848,Q4,0.73625,0.255,"Amiable/Good-Natured,Bittersweet,Calm/Peaceful,Delicate,Dramatic,Elegant,Gentle,Laid-Back/Mellow,Poignant,Romantic,Sentimental,Soft/Quiet,Sweet,Wistful,Yearning","6,6,7,7,7,7,7,8,8,8,8,9,9,9,9","Blues,Jazz,Vocal","6,7,9","Dinner Ambiance,In Love,Romantic Evening,Sweet Dreams","6,6,7,9","Classic Female Blues,Swing,Traditional Pop,Vocal Jazz","6,7,8,9","soft/quiet,sweet,wistful,yearning",vocal,sweet dreams,vocal jazz,T4
MT0031783178,Q4,0.76125,0.316875,"Agreeable,Amiable/Good-Natured,Carefree,Dreamy,Gentle,Intimate,Laid-Back/Mellow,Light,Poignant,Precious,Pure,Reflective,Relaxed,Romantic,Soft/Quiet,Soothing,Sweet,Warm,Yearning","5,5,5,5,5,5,8,8,8,8,9,9,9,9,9,9,9,9,9","Easy Listening,Pop/Rock","5,9","Affection/Fondness,Comfort,Hanging Out,In Love,Relaxation,Spring,Summer,Sunday Afternoon,Sweet Dreams","5,6,6,7,7,7,9,9,9","Adult Contemporary,Album Rock,Contemporary Pop/Rock,Singer/Songwriter,Soft Rock","5,5,9,9,9","pure,reflective,relaxed,romantic,soft/quiet,soothing,sweet,warm,yearning",pop/rock,"summer,sunday afternoon,sweet dreams","contemporary pop/rock,singer/songwriter,soft rock","T2,T4"
MT0031807708,Q4,0.6725,0.325,"Calm/Peaceful,Delicate,Detached,Eerie,Ethereal,Hypnotic,Intimate,Laid-Back/Mellow,Literate,Reflective,Restrained,Soothing,Stylish","4,4,4,6,7,7,7,7,7,7,8,8,8","Comedy/Spoken,Electronic","7,8","Introspection,Reflection,Relaxation,Romantic Evening,Solitude,The Creative Side","3,6,7,8,8,9","Electronica,Poetry,Spoken Word","7,8,8","restrained,soothing,stylish",electronic,the creative side,"poetry,spoken word",T2
MT0031826295,Q4,0.68375,0.29375,"Bittersweet,Delicate,Earnest,Earthy,Gentle,Intimate,Laid-Back/Mellow,Melancholy,Passionate,Refined,Reflective,Relaxed,Romantic,Rustic,Sentimental,Smooth,Soft/Quiet,Somber,Warm,Yearning","5,5,5,5,6,6,6,6,7,7,7,7,7,8,8,8,8,9,9,9",Country,9,"Affection/Fondness,Heartache,Regret,Reunion","9,9,9,9","Contemporary Country,New Traditionalist","4,9","somber,warm,yearning",country,"affection/fondness,heartache,regret,reunion",new traditionalist,"T2,T5,T6"
MT0031827474,Q4,0.68875,0.36375,"Amiable/Good-Natured,Atmospheric,Bright,Calm/Peaceful,Cathartic,Delicate,Dreamy,Elegant,Ethereal,Gentle,Hypnotic,Laid-Back/Mellow,Light,Relaxed,Smooth,Soothing,Sophisticated,Spacey,Sparkling,Sparse,Spiritual","7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8","Comedy/Spoken,Electronic,New Age","7,8,9","Background Music,Comfort,Introspection,Meditation,Reflection,Relaxation,Solitude,Stay in Bed,Sweet Dreams","8,8,8,8,8,8,8,8,8","Ambient,Healing,Meditation/Relaxation,Relaxation,Self-Help & Development,Spiritual,Spoken Word","7,8,8,8,8,8,9","calm/peaceful,cathartic,delicate,dreamy,elegant,ethereal,gentle,hypnotic,laid-back/mellow,light,relaxed,smooth,soothing,sophisticated,spacey,sparkling,sparse,spiritual",new age,"background music,comfort,introspection,meditation,reflection,relaxation,solitude,stay in bed,sweet dreams",spoken word,"T4,T5"
MT0031834881,Q1,0.825,0.6375,"Energetic,Exciting,Freewheeling,Fun,Lively,Playful,Rollicking,Rousing,Swaggering,Wry","9,9,9,9,9,9,9,9,9,9",Pop/Rock,9,"Hanging Out,Late Night,Partying,Playful","9,9,9,9","Album Rock,Contemporary Pop/Rock,Rock & Roll,Singer/Songwriter","5,5,9,9","energetic,exciting,freewheeling,fun,lively,playful,rollicking,rousing,swaggering,wry",pop/rock,"hanging out,late night,partying,playful","rock & roll,singer/songwriter","T2,T5"
MT0031841471,Q3,0.341875,0.334375,"Delicate,Gentle,Innocent,Intimate,Laid-Back/Mellow,Naive,Pastoral,Reflective,Reserved,Rustic,Sad,Smooth,Warm,Weary","5,5,5,5,5,6,6,7,7,8,9,9,9,9",Country,9,"Background Music,Breakup,Introspection,Reflection","9,9,9,9","Country-Pop,Nashville Sound/Countrypolitan,Traditional Country","4,7,9","sad,smooth,warm,weary",country,"background music,breakup,introspection,reflection",traditional country,"T4,T5"
MT0031855026,Q3,0.48,0.4549999999999999,"Ambitious,Cerebral,Clinical,Complex,Confident,Eccentric,Elaborate,Indulgent,Intense,Intimate,Organic,Passionate,Provocative,Searching,Sophisticated,Uncompromising,Urgent","5,5,6,6,6,6,6,7,7,7,8,8,8,9,9,9,9",Jazz,9,"Freedom,Introspection,Solitude,The Creative Side","9,9,9,9","Avant-Garde Jazz,Modern Creative,Modern Free","7,8,9","searching,sophisticated,uncompromising,urgent",jazz,"freedom,introspection,solitude,the creative side",modern free,"T2,T5"
MT0031861483,Q2,0.27625,0.54875,"Aggressive,Boisterous,Brash,Confrontational,Energetic,Hostile,Intense,Menacing,Ominous,Outraged,Rambunctious,Rousing,Rowdy,Snide,Tense/Anxious,Urgent,Visceral,Volatile","4,5,5,6,6,6,6,7,7,7,7,7,8,8,8,8,9,9",Pop/Rock,9,Guys Night Out,5,"British Punk,Contemporary Pop/Rock,Punk,Punk/New Wave,Rock & Roll","4,6,7,9,9","visceral,volatile",pop/rock,guys night out,"punk/new wave,rock & roll",T2
MT0031868141,Q1,0.82625,0.60375,"Happy,Romantic,Rousing","7,7,7",Latin,7,"In Love,Seduction,Sex","7,7,7",Latin Pop,7,"happy,romantic,rousing",latin,"in love,seduction,sex",latin pop,T6
MT0031875986,Q2,0.323125,0.565,"Aggressive,Bleak,Brooding,Fierce,Hostile,Malevolent,Menacing,Ominous,Outraged","7,7,7,7,8,8,8,8,8",Pop/Rock,8,"Late Night,Scary Music","7,7","Death Metal,Goth Metal,Heavy Metal,Symphonic Black Metal","5,7,7,8","hostile,malevolent,menacing,ominous,outraged",pop/rock,"late night,scary music",symphonic black metal,"T3,T5"
MT0031886830,Q4,0.69375,0.38625,"Atmospheric,Bright,Calm/Peaceful,Cerebral,Delicate,Dreamy,Elegant,Ethereal,Gentle,Hypnotic,Intimate,Laid-Back/Mellow,Light,Relaxed,Smooth,Soothing,Sophisticated,Spacey,Sparkling,Sparse,Spiritual","8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8","Comedy/Spoken,Electronic,New Age","7,8,9","Background Music,Comfort,Introspection,Meditation,Reflection,Relaxation,Solitude,Stay in Bed,Sweet Dreams","8,8,8,8,8,8,8,8,8","Ambient,Contemporary Instrumental,Healing,Meditation/Relaxation,Progressive Electronic,Relaxation,Self-Help & Development,Spiritual,Spoken Word","5,7,7,8,8,8,8,8,9","atmospheric,bright,calm/peaceful,cerebral,delicate,dreamy,elegant,ethereal,gentle,hypnotic,intimate,laid-back/mellow,light,relaxed,smooth,soothing,sophisticated,spacey,sparkling,sparse,spiritual",new age,"background music,comfort,introspection,meditation,reflection,relaxation,solitude,stay in bed,sweet dreams",spoken word,"T4,T5"
MT0031892359,Q4,0.6856249999999999,0.350625,"Amiable/Good-Natured,Atmospheric,Dreamy,Elaborate,Elegant,Gentle,Laid-Back/Mellow,Light,Melancholy,Refined,Reflective,Relaxed,Reserved,Romantic,Sentimental,Smooth,Soothing,Sophisticated,Stylish,Sweet,Theatrical","7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7","Easy Listening,Stage & Screen","9,9","Background Music,Dinner Ambiance,Relaxation,Romantic Evening","7,7,7,7","Instrumental Pop,Movie Themes,Orchestral/Easy Listening,Soundtracks","9,9,9,9","amiable/good-natured,atmospheric,dreamy,elaborate,elegant,gentle,laid-back/mellow,light,melancholy,refined,reflective,relaxed,reserved,romantic,sentimental,smooth,soothing,sophisticated,stylish,sweet,theatrical","easy listening,stage & screen","background music,dinner ambiance,relaxation,romantic evening","instrumental pop,movie themes,orchestral/easy listening,soundtracks","T4,T6"
MT0031893087,Q4,0.5787500000000001,0.4650000000000001,"Ambitious,Cathartic,Confident,Earnest,Energetic,Poignant,Reverent,Rousing,Spiritual,Urgent","5,6,6,6,6,7,7,7,7,7",Pop/Rock,9,"Empowering,Freedom,Hanging Out,Revolutionary,Road Trip","5,6,6,7,7","Album Rock,Alternative/Indie Rock,American Trad Rock,Contemporary Pop/Rock,Neo-Psychedelia","6,8,8,8,9","poignant,reverent,rousing,spiritual,urgent",pop/rock,"revolutionary,road trip",neo-psychedelia,T2
MT0031898123,Q4,0.723125,0.295625,"Bittersweet,Calm/Peaceful,Delicate,Earnest,Gentle,Happy,Intimate,Laid-Back/Mellow,Poignant,Refined,Reflective,Sentimental,Soft/Quiet,Soothing,Sweet,Warm","5,6,6,6,7,7,7,7,7,7,7,8,8,9,9,9","International,Latin","8,8","Comfort,Relaxation,Sweet Dreams","8,9,9","Brazilian Pop,Brazilian Traditions,MPB,Tropicalia","8,8,8,8","soothing,sweet,warm","international,latin","relaxation,sweet dreams","brazilian pop,brazilian traditions,mpb,tropicalia",T4
MT0031901408,Q1,0.631875,0.66875,"Boisterous,Brash,Carefree,Confident,Energetic,Exuberant,Fun,Playful,Provocative,Rousing,Sexual,Sexy,Sleazy,Sweet","6,6,7,7,7,7,8,8,8,8,9,9,9,9","Electronic,R&B","5,9","Girls Night Out,Seduction,Sex","7,8,9","Club/Dance,Contemporary R&B,Urban","5,9,9","sexual,sexy,sleazy,sweet",r&b,sex,"contemporary r&b,urban",T6
MT0031903528,Q3,0.3675,0.35125,"Dramatic,Earnest,Earthy,Greasy,Gritty,Innocent,Intimate,Laid-Back/Mellow,Lazy,Melancholy,Passionate,Reflective,Reserved,Sentimental,Street-Smart,Swaggering,Warm,Weary,Yearning","5,5,5,5,6,6,6,6,6,6,7,7,7,7,8,8,8,9,9","Blues,Pop/Rock,R&B","5,9,9","Feeling Blue,In Love,Late Night","9,9,9","Early R&B,Electric Chicago Blues,Regional Blues,Rock & Roll","5,5,9,9","weary,yearning","pop/rock,r&b","feeling blue,in love,late night","regional blues,rock & roll","T5,T6"
MT0031914705,Q1,0.5875,0.58875,"Bright,Cathartic,Dramatic,Earnest,Fiery,Freewheeling,Passionate,Romantic,Sexy,Spicy,Theatrical,Urgent,Yearning","6,7,7,7,7,7,7,7,8,8,9,9,9","International,Jazz","5,9","Dinner Ambiance,In Love,Romantic Evening,Seduction","7,8,9,9","Contemporary Flamenco,Flamenco,Spanish Folk,Western European Traditions,World Fusion,Worldbeat","5,7,7,8,9,9","theatrical,urgent,yearning",jazz,"romantic evening,seduction","world fusion,worldbeat",T6
MT0031917087,Q1,0.82875,0.6375,"Celebratory,Cheerful,Energetic,Exciting,Freewheeling,Fun,Innocent,Lively,Playful,Rollicking,Rousing","8,8,9,9,9,9,9,9,9,9,9",Pop/Rock,9,"Cool & Cocky,Guys Night Out,Hanging Out,Heartache,Partying","9,9,9,9,9","Rock & Roll,Rockabilly","9,9","energetic,exciting,freewheeling,fun,innocent,lively,playful,rollicking,rousing",pop/rock,"cool & cocky,guys night out,hanging out,heartache,partying","rock & roll,rockabilly","T2,T5"
MT0031917220,Q4,0.56875,0.41125,"Amiable/Good-Natured,Boisterous,Cheerful,Confident,Earnest,Earthy,Exuberant,Lively,Organic,Reverent,Sophisticated,Spiritual","9,9,9,9,9,9,9,9,9,9,9,9","R&B,Religious,Vocal","10,5,9","Affirmation,Empowering","9,9","Acappella,Gospel,Soul,Spirituals","5,5,9,9","amiable/good-natured,boisterous,cheerful,confident,earnest,earthy,exuberant,lively,organic,reverent,sophisticated,spiritual",r&b,"affirmation,empowering","soul,spirituals","T2,T4"
MT0031919267,Q1,0.875,0.63125,"Amiable/Good-Natured,Boisterous,Carefree,Celebratory,Cheerful,Confident,Earthy,Energetic,Exuberant,Freewheeling,Fun,Happy,Joyous,Lively,Playful,Rambunctious","6,7,7,7,7,7,7,8,8,8,8,8,9,9,9,9",Jazz,9,"Freedom,Picnic,Summer,TGIF","7,8,8,9","Dixieland,Early Jazz,New Orleans Jazz","7,8,9","joyous,lively,playful,rambunctious",jazz,tgif,new orleans jazz,T2
MT0031924755,Q2,0.305,0.58,"Aggressive,Brash,Confident,Confrontational,Harsh,Hostile,Malevolent,Menacing,Outraged,Provocative,Raucous,Sexual,Sleazy,Street-Smart,Thuggish","7,7,7,7,8,8,8,8,9,9,9,9,9,9,9",Rap,9,"Cool & Cocky,Guys Night Out,Hanging Out","7,8,8","Gangsta Rap,Hardcore Rap,West Coast Rap","9,9,9","outraged,provocative,raucous,sexual,sleazy,street-smart,thuggish",rap,"guys night out,hanging out","gangsta rap,hardcore rap,west coast rap",T2
MT0031925901,Q2,0.27625,0.56375,"Aggressive,Angry,Angst-Ridden,Bitter,Brash,Brooding,Confrontational,Gritty,Gutsy,Harsh,Hostile,Poignant,Provocative,Ramshackle,Raucous,Rebellious,Reckless,Rousing,Rowdy,Snide,Trashy,Urgent,Visceral,Volatile","7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8",Pop/Rock,9,"Empowering,Freedom,Mischievous,Revolutionary","7,7,8,8","Anarchist Punk,British Punk,Hardcore Punk,Punk,Punk/New Wave","8,9,9,9,9","angry,angst-ridden,bitter,brash,brooding,confrontational,gritty,gutsy,harsh,hostile,poignant,provocative,ramshackle,raucous,rebellious,reckless,rousing,rowdy,snide,trashy,urgent,visceral,volatile",pop/rock,"mischievous,revolutionary","british punk,hardcore punk,punk,punk/new wave",T2
MT0031939057,Q4,0.76375,0.3931249999999999,"Agreeable,Amiable/Good-Natured,Bright,Carefree,Cheerful,Earnest,Earthy,Flowing,Reverent,Sentimental,Sweet","5,5,5,5,5,5,5,5,7,9,9","Country,Holiday,International,Pop/Rock,Religious","5,5,5,5,9","Awareness,Biographical,Christmas,Christmas Party,Holidays,Loss/Grief,Relationships,Religion,World View","5,5,5,5,5,5,5,5,5","Adult Contemporary,Christmas,Contemporary Country,Country-Pop,Holidays,New Traditionalist","5,5,5,5,9,9","sentimental,sweet",religious,"awareness,biographical,christmas,christmas party,holidays,loss/grief,relationships,religion,world view","holidays,new traditionalist","T0,T1,T3,T4"
MT0031940284,Q3,0.25,0.44375,"Carefree,Earnest,Earthy,Freewheeling,Greasy,Laid-Back/Mellow,Lazy,Light,Messy,Organic,Playful,Refined,Relaxed,Reserved,Self-Conscious,Soothing,Sparse,Street-Smart,Swaggering,Warm,Weary","5,5,5,6,6,6,7,7,7,8,8,8,8,8,8,8,8,8,9,9,9","Blues,R&B","3,9","Feeling Blue,Hanging Out,Relaxation,Summer","4,7,9,9","Blues Revival,Chicago Blues,Early R&B,Electric Blues,Electric Chicago Blues,Electric Harmonica Blues,Regional Blues","3,8,8,8,8,9,9","swaggering,warm,weary",r&b,"relaxation,summer","electric harmonica blues,regional blues","T2,T4"
MT0031951901,Q3,0.2425,0.44375,"Anguished/Distraught,Brooding,Confrontational,Dramatic,Earthy,Gloomy,Greasy,Gritty,Intimate,Lazy,Nocturnal,Passionate,Plaintive,Searching,Self-Conscious","3,4,5,5,5,6,6,6,6,7,7,7,8,8,9","Blues,R&B","6,8","Heartache,Introspection,Jealousy","9,9,9","Early R&B,Electric Memphis Blues,Regional Blues,Soul-Blues","6,7,8,8",self-conscious,r&b,"heartache,introspection,jealousy","regional blues,soul-blues",T5
MT0031952089,Q1,0.665,0.70375,"Bravado,Bright,Cathartic,Celebratory,Confident,Dramatic,Energetic,Fiery,Freewheeling,Intense,Lively,Passionate,Rousing,Sexy,Spicy,Urgent,Yearning","6,7,7,7,7,7,7,8,8,8,8,8,8,9,9,9,9","International,Jazz","5,9","Dinner Ambiance,In Love,New Love","9,9,9","Contemporary Flamenco,Flamenco,Spanish Folk,Western European Traditions,World Fusion,Worldbeat","5,7,7,8,9,9","sexy,spicy,urgent,yearning",jazz,"dinner ambiance,in love,new love","world fusion,worldbeat",T6
MT0031964947,Q2,0.27625,0.56375,"Aggressive,Angry,Angst-Ridden,Bitter,Brash,Brooding,Confrontational,Gritty,Gutsy,Harsh,Hostile,Poignant,Provocative,Ramshackle,Raucous,Rebellious,Reckless,Rousing,Rowdy,Snide,Trashy,Urgent,Visceral,Volatile","7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8",Pop/Rock,9,"Empowering,Freedom,Mischievous,Revolutionary","7,7,8,8","Anarchist Punk,British Punk,Hardcore Punk,Punk,Punk/New Wave","8,9,9,9,9","angry,angst-ridden,bitter,brash,brooding,confrontational,gritty,gutsy,harsh,hostile,poignant,provocative,ramshackle,raucous,rebellious,reckless,rousing,rowdy,snide,trashy,urgent,visceral,volatile",pop/rock,"mischievous,revolutionary","british punk,hardcore punk,punk,punk/new wave",T2
MT0031972398,Q2,0.39875,0.58,"Boisterous,Energetic,Hedonistic,Humorous,Lively,Outrageous,Raucous,Rousing,Rowdy,Sexual,Silly,Sleazy,Trashy","5,5,5,5,6,6,7,7,7,7,8,8,8","Electronic,Rap","7,9","Guys Night Out,Mischievous,Seduction","5,7,7","Bass Music,Club/Dance,Dirty Rap,Electro,Party Rap,Techno,Techno Bass","3,7,8,8,8,9,9","silly,sleazy,trashy",rap,"mischievous,seduction","techno,techno bass","T2,T6"
MT0031979912,Q1,0.8049999999999999,0.599375,"Cheerful,Freewheeling,Humorous,Lively,Playful,Rollicking,Rousing,Sardonic,Witty,Wry","9,9,9,9,9,9,9,9,9,9",Pop/Rock,9,"Cool & Cocky,Day Driving,Drinking,Feeling Blue,Guys Night Out,Hanging Out,Heartache,Late Night,Night Driving,Partying,Playful,Road Trip,TGIF","9,9,9,9,9,9,9,9,9,9,9,9,9","Contemporary Pop/Rock,New Wave,Power Pop,Punk/New Wave","9,9,9,9","cheerful,freewheeling,humorous,lively,playful,rollicking,rousing,sardonic,witty,wry",pop/rock,"cool & cocky,day driving,drinking,feeling blue,guys night out,hanging out,heartache,late night,night driving,partying,playful,road trip,tgif","contemporary pop/rock,new wave,power pop,punk/new wave","T2,T5"
MT0031995272,Q1,0.625,0.5475000000000001,"Boisterous,Bravado,Bright,Confident,Dramatic,Eccentric,Energetic,Exciting,Exuberant,Gutsy,Lively,Passionate,Rollicking,Rousing,Slick,Sophisticated,Sparkling,Street-Smart,Summery,Swaggering,Visceral","9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9","International,Latin","8,9","Cool & Cocky,Hanging Out,Partying,Playful,Summer","9,9,9,9,9","Brazilian Pop,Brazilian Traditions,MPB,Samba","2,8,9,9","boisterous,bravado,bright,confident,dramatic,eccentric,energetic,exciting,exuberant,gutsy,lively,passionate,rollicking,rousing,slick,sophisticated,sparkling,street-smart,summery,swaggering,visceral",latin,"cool & cocky,hanging out,partying,playful,summer","mpb,samba",T2
MT0031996487,Q4,0.745625,0.33625,"Earnest,Earthy,Gentle,Intimate,Laid-Back/Mellow,Organic,Plaintive,Poignant,Relaxed,Romantic,Summery,Sweet,Warm,Wistful,Yearning","5,5,5,5,5,5,5,5,6,7,7,7,7,9,9",Reggae,7,"Affection/Fondness,Affirmation,Empowering,Feeling Blue,Freedom,Hanging Out,Late Night,Rainy Day,Road Trip,Summer,Sunday Afternoon","5,5,5,5,5,5,5,5,7,7,7","Lovers Rock,Reggae-Pop,Rocksteady,Roots Reggae,Smooth Reggae","5,5,5,6,7","wistful,yearning",reggae,"road trip,summer,sunday afternoon",smooth reggae,"T2,T4"
MT0031996897,Q1,0.72625,0.55125,"Aggressive,Carefree,Positive,Powerful,Relaxed,Striding,Strong","5,5,5,5,5,5,7","Electronic,Pop/Rock","5,7","Awareness,In Love,Music,Open Road,Relationships","5,5,5,5,5","Club/Dance,Contemporary Pop/Rock,Hard Rock","5,5,7",strong,pop/rock,"awareness,in love,music,open road,relationships",hard rock,"T0,T1,T6"
MT0032001427,Q4,0.73625,0.31875,"Agreeable,Autumnal,Bittersweet,Calm/Peaceful,Delicate,Dreamy,Gentle,Intimate,Laid-Back/Mellow,Literate,Melancholy,Plaintive,Pulsing,Reflective,Romantic,Sentimental","5,5,5,5,5,5,5,6,6,6,6,7,7,7,8,8","Folk,Pop/Rock","6,7","Affection/Fondness,In Love,Introspection,Romantic Evening","5,6,6,7","Adult Contemporary,Folk-Pop,Singer/Songwriter,Soft Rock","5,6,6,7","romantic,sentimental",pop/rock,romantic evening,soft rock,T6
MT0032039381,Q1,0.665,0.70375,"Bright,Cathartic,Dramatic,Earnest,Fiery,Freewheeling,Passionate,Romantic,Sexy,Spicy,Theatrical,Urgent,Yearning","6,7,7,7,7,7,7,7,8,8,9,9,9","International,Jazz","5,9","Dinner Ambiance,In Love,Romantic Evening,Seduction","7,8,9,9","Contemporary Flamenco,Flamenco,Spanish Folk,Western European Traditions,World Fusion,Worldbeat","5,7,7,8,9,9","theatrical,urgent,yearning",jazz,"romantic evening,seduction","world fusion,worldbeat",T6
