song_id,quadrant,artist,title,duration,mood,mood_all,mood_all_weights,genre,genre_weights,theme,theme_weights,style,style_weights,arousal,valence,audio_path
MT0031508823,Q1,Grupo Niche,La Negra No Quiere,194.0,"Carefree,Celebratory,Cheerful,Exuberant,Fun,Happy,Joyous,Playful,Summery","Carefree,Celebratory,Cheerful,Exuberant,Fun,Happy,Joyous,Lively,Playful,Stylish,Summery","4,5,6,6,7,7,8,8,8,9,9",Latin,9,"At the Beach,Celebration,Partying,Pool Party","6,7,9,9","Latin Pop,Salsa,Tropical","7,7,9",0.62125,0.8518749999999999,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q1/MT0031508823.mp3
MT0031544440,Q1,Al Green,Look What You Done for Me,185.0,"Earnest,Earthy,Gutsy,Intimate,Joyous,Passionate,Reflective,Romantic,Rousing,Sensual,Sentimental,Sexy,Smooth,Sophisticated,Stylish,Sweet,Warm","Earnest,Earthy,Gutsy,Intimate,Joyous,Passionate,Reflective,Romantic,Rousing,Sensual,Sentimental,Sexy,Smooth,Sophisticated,Stylish,Sweet,Warm","5,5,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8",R&B,8,"In Love,Romantic Evening,Seduction,Sex","8,9,9,9","Memphis Soul,Smooth Soul,Soul","5,5,8",0.515,0.6875,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q1/MT0031544440.mp3
MT0031548988,Q1,Hank Ballard & the Midnighters,Finger Poppin' Time,0.0,"Celebratory,Exciting,Happy,Joyous","Amiable/Good-Natured,Boisterous,Carefree,Celebratory,Cheerful,Energetic,Exciting,Exuberant,Freewheeling,Fun,Happy,Joyous,Lively,Playful,Rollicking,Rousing","5,6,7,8,8,8,9,9,9,9,9,9,9,9,9,9","Pop/Rock,R&B","8,9","Partying,Playful,TGIF","4,7,9","Early R&B,Rock & Roll","8,9",0.7025,0.86875,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q1/MT0031548988.mp3
MT0031555265,Q2,Hilltop Hoods,City of Light Restrung,202.0,"Angry,Clinical,Harsh,Outrageous,Reckless","Aggressive,Angry,Brash,Clinical,Confident,Confrontational,Harsh,Intense,Literate,Outrageous,Provocative,Raucous,Reckless,Stylish,Trippy,Visceral,Volatile,Witty","5,5,5,6,6,6,6,6,6,6,7,7,7,7,8,8,9,9",Rap,7,"Cool & Cocky,Empowering,Guys Night Out,The Creative Side","9,9,9,9","Alternative Rap,Underground Rap","7,7",0.54375,0.305,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q2/MT0031555265.mp3
MT0031574394,Q1,Live,All Over You,0.0,"Cathartic,Dramatic,Earnest,Passionate,Rousing","Cathartic,Dramatic,Earnest,Passionate,Rousing","6,7,7,8,9",Pop/Rock,9,New Love,8,"Alternative Pop/Rock,Alternative/Indie Rock,Post-Grunge","6,9,9",0.635,0.578125,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q1/MT0031574394.mp3
MT0031615488,Q4,Duke Ellington,Snibor,259.0,"Bright,Earnest,Elegant,Humorous,Lazy,Nostalgic,Plaintive,Playful,Relaxed,Silly,Street-Smart,Warm,Whimsical","Bright,Earnest,Elegant,Humorous,Lazy,Nostalgic,Plaintive,Playful,Relaxed,Silly,Street-Smart,Warm,Whimsical","3,4,6,6,6,6,6,7,7,7,8,9,9",Jazz,9,"Comfort,Day Driving,Guys Night Out,Mischievous,Monday Morning,Road Trip,Sunday Afternoon","5,6,7,8,8,8,8","Big Band,Mainstream Jazz","9,9",0.42125,0.73,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q4/MT0031615488.mp3
MT0031626819,Q4,The Everly Brothers,Walk Right Back,129.0,"Bittersweet,Delicate,Earnest,Gentle,Innocent,Intimate,Laid-Back/Mellow,Melancholy,Naive,Poignant,Refined,Reflective,Reserved,Sentimental,Smooth,Soft/Quiet,Weary,Wistful","Bittersweet,Delicate,Earnest,Gentle,Innocent,Intimate,Laid-Back/Mellow,Melancholy,Naive,Poignant,Refined,Reflective,Reserved,Sentimental,Smooth,Soft/Quiet,Weary,Wistful","5,5,5,6,6,6,7,7,7,7,8,8,8,8,9,9,9,9","Country,Pop/Rock","7,9","Breakup,Feeling Blue,Heartache","9,9,9","Close Harmony,Country-Pop,Early Pop/Rock,Rock & Roll","5,7,7,9",0.284375,0.6487499999999999,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q4/MT0031626819.mp3
MT0031661393,Q2,Lloyd Banks,Gilmore's,170.0,"Bravado,Reckless,Tense/Anxious,Thuggish,Uncompromising,Volatile","Brash,Bravado,Confident,Energetic,Lively,Reckless,Slick,Street-Smart,Tense/Anxious,Thuggish,Uncompromising,Volatile","7,7,7,7,7,8,8,8,8,8,8,8",Rap,9,"Guys Night Out,Hanging Out","7,7","East Coast Rap,Hardcore Rap","7,9",0.53125,0.328125,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q2/MT0031661393.mp3
MT0031664726,Q1,Christina Milian,Say I,211.0,"Boisterous,Bright,Celebratory,Energetic,Fun,Lively,Passionate,Sensual,Sexual,Sexy,Summery,Sweet","Boisterous,Bright,Celebratory,Confident,Energetic,Fun,Lively,Passionate,Sensual,Sexual,Sexy,Summery,Sweet","6,7,8,8,8,8,9,9,9,9,9,9,9","Pop/Rock,R&B","9,9","Girls Night Out,Partying,Sex,Summer,TGIF","7,7,9,9,9","Dance-Pop,Urban","9,9",0.665,0.8,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q1/MT0031664726.mp3
MT0031693432,Q3,Ida Cox,Death Letter Blues,221.0,"Anguished/Distraught,Bleak,Gloomy,Unsettling","Anguished/Distraught,Bleak,Confrontational,Dramatic,Earnest,Earthy,Gloomy,Gritty,Intense,Intimate,Melancholy,Passionate,Reflective,Somber,Street-Smart,Tense/Anxious,Unsettling,Weary","3,4,4,5,5,5,5,6,6,6,6,7,8,8,8,9,9,9","Blues,Jazz","6,9","Heartache,Loss/Grief,Reflection,Reminiscing","9,9,9,9","Blues Revival,Classic Female Blues,Early Jazz,Swing","5,6,7,9",0.3818749999999999,0.2475,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q3/MT0031693432.mp3
MT0031716439,Q1,Roberto Menescal,Surfboard,128.0,"Sexy,Sparkling,Spicy","Atmospheric,Bright,Dreamy,Effervescent,Ethereal,Hypnotic,Intimate,Light,Romantic,Sensual,Sexy,Slick,Smooth,Sophisticated,Sparkling,Spicy,Stylish,Summery,Sweet,Warm","9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9","International,Jazz","9,9","Background Music,Dinner Ambiance,Relaxation,Romantic Evening,Seduction,Sex","9,9,9,9,9,9","Bossa Nova,Brazilian Jazz,Brazilian Pop,Brazilian Traditions,MPB,World Fusion","9,9,9,9,9,9",0.70375,0.68375,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q1/MT0031716439.mp3
MT0031726825,Q2,Adam West,Vanilla,0.0,"Angry,Hostile,Malevolent,Reckless,Sleazy","Aggressive,Angry,Brash,Fiery,Hostile,Intense,Malevolent,Menacing,Raucous,Reckless,Rowdy,Sleazy,Visceral","6,6,7,7,7,7,7,7,7,8,8,8,9",Pop/Rock,7,"Guys Night Out,Hanging Out","8,8","Alternative/Indie Rock,Hardcore Punk,Punk Revival,Punk/New Wave","2,2,7,7",0.564375,0.2262499999999999,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q2/MT0031726825.mp3
MT0031733848,Q4,Teddy Wilson,You Go to My Head,264.0,"Calm/Peaceful,Delicate,Soft/Quiet","Amiable/Good-Natured,Bittersweet,Calm/Peaceful,Delicate,Dramatic,Elegant,Gentle,Laid-Back/Mellow,Poignant,Romantic,Sentimental,Soft/Quiet,Sweet,Wistful,Yearning","6,6,7,7,7,7,7,8,8,8,8,9,9,9,9","Blues,Jazz,Vocal","6,7,9","Dinner Ambiance,In Love,Romantic Evening,Sweet Dreams","6,6,7,9","Classic Female Blues,Swing,Traditional Pop,Vocal Jazz","6,7,8,9",0.255,0.73625,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q4/MT0031733848.mp3
MT0031783178,Q4,Paul McCartney,Junk,128.0,"Agreeable,Amiable/Good-Natured,Carefree,Dreamy,Gentle,Intimate,Laid-Back/Mellow,Light,Poignant,Precious,Pure,Reflective,Relaxed,Romantic,Soft/Quiet,Soothing,Sweet,Warm,Yearning","Agreeable,Amiable/Good-Natured,Carefree,Dreamy,Gentle,Intimate,Laid-Back/Mellow,Light,Poignant,Precious,Pure,Reflective,Relaxed,Romantic,Soft/Quiet,Soothing,Sweet,Warm,Yearning","5,5,5,5,5,5,8,8,8,8,9,9,9,9,9,9,9,9,9","Easy Listening,Pop/Rock","5,9","Affection/Fondness,Comfort,Hanging Out,In Love,Relaxation,Spring,Summer,Sunday Afternoon,Sweet Dreams","5,6,6,7,7,7,9,9,9","Adult Contemporary,Album Rock,Contemporary Pop/Rock,Singer/Songwriter,Soft Rock","5,5,9,9,9",0.316875,0.76125,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q4/MT0031783178.mp3
MT0031807708,Q4,Air,La Puttana Di Closingtown: Pat Cobhan Ride,253.0,"Calm/Peaceful,Delicate,Detached,Eerie,Ethereal,Hypnotic,Restrained,Soothing","Calm/Peaceful,Delicate,Detached,Eerie,Ethereal,Hypnotic,Intimate,Laid-Back/Mellow,Literate,Reflective,Restrained,Soothing,Stylish","4,4,4,6,7,7,7,7,7,7,8,8,8","Comedy/Spoken,Electronic","7,8","Introspection,Reflection,Relaxation,Romantic Evening,Solitude,The Creative Side","3,6,7,8,8,9","Electronica,Poetry,Spoken Word","7,8,8",0.325,0.6725,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q4/MT0031807708.mp3
MT0031826295,Q4,Travis Tritt,Help Me Hold On,240.0,"Bittersweet,Delicate,Earnest,Earthy,Gentle,Intimate,Laid-Back/Mellow,Melancholy,Passionate,Refined,Reflective,Relaxed,Romantic,Rustic,Sentimental,Smooth,Soft/Quiet,Somber,Warm,Yearning","Bittersweet,Delicate,Earnest,Earthy,Gentle,Intimate,Laid-Back/Mellow,Melancholy,Passionate,Refined,Reflective,Relaxed,Romantic,Rustic,Sentimental,Smooth,Soft/Quiet,Somber,Warm,Yearning","5,5,5,5,6,6,6,6,7,7,7,7,7,8,8,8,8,9,9,9",Country,9,"Affection/Fondness,Heartache,Regret,Reunion","9,9,9,9","Contemporary Country,New Traditionalist","4,9",0.29375,0.68375,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q4/MT0031826295.mp3
MT0031827474,Q4,Steven Halpern,Inner Journey,772.0,"Atmospheric,Calm/Peaceful,Cathartic,Delicate,Dreamy,Ethereal,Hypnotic,Light,Soothing,Spacey,Sparkling,Sparse,Spiritual","Amiable/Good-Natured,Atmospheric,Bright,Calm/Peaceful,Cathartic,Delicate,Dreamy,Elegant,Ethereal,Gentle,Hypnotic,Laid-Back/Mellow,Light,Relaxed,Smooth,Soothing,Sophisticated,Spacey,Sparkling,Sparse,Spiritual","7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8","Comedy/Spoken,Electronic,New Age","7,8,9","Background Music,Comfort,Introspection,Meditation,Reflection,Relaxation,Solitude,Stay in Bed,Sweet Dreams","8,8,8,8,8,8,8,8,8","Ambient,Healing,Meditation/Relaxation,Relaxation,Self-Help & Development,Spiritual,Spoken Word","7,8,8,8,8,8,9",0.36375,0.68875,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q4/MT0031827474.mp3
MT0031834881,Q1,Bob Dylan,Summer Days,367.0,"Energetic,Exciting,Freewheeling,Fun,Lively,Playful,Rollicking,Rousing,Swaggering,Wry","Energetic,Exciting,Freewheeling,Fun,Lively,Playful,Rollicking,Rousing,Swaggering,Wry","9,9,9,9,9,9,9,9,9,9",Pop/Rock,9,"Hanging Out,Late Night,Partying,Playful","9,9,9,9","Album Rock,Contemporary Pop/Rock,Rock & Roll,Singer/Songwriter","5,5,9,9",0.6375,0.825,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q1/MT0031834881.mp3
MT0031841471,Q3,Jim Reeves,That's When I See the Blue (In Your Pretty Brown Eyes),146.0,"Naive,Pastoral,Rustic,Sad,Weary","Delicate,Gentle,Innocent,Intimate,Laid-Back/Mellow,Naive,Pastoral,Reflective,Reserved,Rustic,Sad,Smooth,Warm,Weary","5,5,5,5,5,6,6,7,7,8,9,9,9,9",Country,9,"Background Music,Breakup,Introspection,Reflection","9,9,9,9","Country-Pop,Nashville Sound/Countrypolitan,Traditional Country","4,7,9",0.334375,0.341875,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q3/MT0031841471.mp3
MT0031855026,Q3,Evan Parker,Diary of a Mnemonist (for Liz Fritsch),187.0,"Clinical,Complex,Eccentric,Indulgent","Ambitious,Cerebral,Clinical,Complex,Confident,Eccentric,Elaborate,Indulgent,Intense,Intimate,Organic,Passionate,Provocative,Searching,Sophisticated,Uncompromising,Urgent","5,5,6,6,6,6,6,7,7,7,8,8,8,9,9,9,9",Jazz,9,"Freedom,Introspection,Solitude,The Creative Side","9,9,9,9","Avant-Garde Jazz,Modern Creative,Modern Free","7,8,9",0.4549999999999999,0.48,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q3/MT0031855026.mp3
MT0031861483,Q2,The Stranglers,(Get A) Grip (On Yourself) '89,242.0,"Hostile,Menacing,Ominous,Outraged,Snide","Aggressive,Boisterous,Brash,Confrontational,Energetic,Hostile,Intense,Menacing,Ominous,Outraged,Rambunctious,Rousing,Rowdy,Snide,Tense/Anxious,Urgent,Visceral,Volatile","4,5,5,6,6,6,6,7,7,7,7,7,8,8,8,8,9,9",Pop/Rock,9,Guys Night Out,5,"British Punk,Contemporary Pop/Rock,Punk,Punk/New Wave,Rock & Roll","4,6,7,9,9",0.54875,0.27625,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q2/MT0031861483.mp3
MT0031868141,Q1,Enrique Iglesias,Rhythm Divine,0.0,"Happy,Romantic,Rousing","Happy,Romantic,Rousing","7,7,7",Latin,7,"In Love,Seduction,Sex","7,7,7",Latin Pop,7,0.60375,0.82625,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q1/MT0031868141.mp3
MT0031875986,Q2,Samael,A Man in Your Head,223.0,"Bleak,Fierce,Hostile,Malevolent,Outraged","Aggressive,Bleak,Brooding,Fierce,Hostile,Malevolent,Menacing,Ominous,Outraged","7,7,7,7,8,8,8,8,8",Pop/Rock,8,"Late Night,Scary Music","7,7","Death Metal,Goth Metal,Heavy Metal,Symphonic Black Metal","5,7,7,8",0.565,0.323125,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q2/MT0031875986.mp3
MT0031886830,Q4,Steven Halpern,Crystal Suite,864.0,"Atmospheric,Bright,Calm/Peaceful,Cerebral,Delicate,Dreamy,Elegant,Ethereal,Hypnotic,Light,Soothing,Spacey,Sparkling,Sparse,Spiritual","Atmospheric,Bright,Calm/Peaceful,Cerebral,Delicate,Dreamy,Elegant,Ethereal,Gentle,Hypnotic,Intimate,Laid-Back/Mellow,Light,Relaxed,Smooth,Soothing,Sophisticated,Spacey,Sparkling,Sparse,Spiritual","8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8","Comedy/Spoken,Electronic,New Age","7,8,9","Background Music,Comfort,Introspection,Meditation,Reflection,Relaxation,Solitude,Stay in Bed,Sweet Dreams","8,8,8,8,8,8,8,8,8","Ambient,Contemporary Instrumental,Healing,Meditation/Relaxation,Progressive Electronic,Relaxation,Self-Help & Development,Spiritual,Spoken Word","5,7,7,8,8,8,8,8,9",0.38625,0.69375,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q4/MT0031886830.mp3
MT0031892359,Q4,Henry Mancini,Dear Heart,196.0,"Amiable/Good-Natured,Atmospheric,Dreamy,Elaborate,Elegant,Gentle,Laid-Back/Mellow,Light,Melancholy,Refined,Reflective,Relaxed,Reserved,Romantic,Sentimental,Smooth,Soothing,Sophisticated,Stylish,Sweet,Theatrical","Amiable/Good-Natured,Atmospheric,Dreamy,Elaborate,Elegant,Gentle,Laid-Back/Mellow,Light,Melancholy,Refined,Reflective,Relaxed,Reserved,Romantic,Sentimental,Smooth,Soothing,Sophisticated,Stylish,Sweet,Theatrical","7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7","Easy Listening,Stage & Screen","9,9","Background Music,Dinner Ambiance,Relaxation,Romantic Evening","7,7,7,7","Instrumental Pop,Movie Themes,Orchestral/Easy Listening,Soundtracks","9,9,9,9",0.350625,0.6856249999999999,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q4/MT0031892359.mp3
MT0031893087,Q4,Lenny Kravitz,Let Love Rule,342.0,"Cathartic,Confident,Earnest,Energetic,Poignant,Reverent,Rousing,Spiritual,Urgent","Ambitious,Cathartic,Confident,Earnest,Energetic,Poignant,Reverent,Rousing,Spiritual,Urgent","5,6,6,6,6,7,7,7,7,7",Pop/Rock,9,"Empowering,Freedom,Hanging Out,Revolutionary,Road Trip","5,6,6,7,7","Album Rock,Alternative/Indie Rock,American Trad Rock,Contemporary Pop/Rock,Neo-Psychedelia","6,8,8,8,9",0.4650000000000001,0.5787500000000001,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q4/MT0031893087.mp3
MT0031898123,Q4,Caetano Veloso,Terra,403.0,"Bittersweet,Calm/Peaceful,Delicate,Earnest,Gentle,Happy,Intimate,Laid-Back/Mellow,Poignant,Refined,Reflective,Sentimental,Soft/Quiet,Soothing,Sweet,Warm","Bittersweet,Calm/Peaceful,Delicate,Earnest,Gentle,Happy,Intimate,Laid-Back/Mellow,Poignant,Refined,Reflective,Sentimental,Soft/Quiet,Soothing,Sweet,Warm","5,6,6,6,7,7,7,7,7,7,7,8,8,9,9,9","International,Latin","8,8","Comfort,Relaxation,Sweet Dreams","8,9,9","Brazilian Pop,Brazilian Traditions,MPB,Tropicalia","8,8,8,8",0.295625,0.723125,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q4/MT0031898123.mp3
MT0031901408,Q1,Kelis,Milkshake [Freq Nasty's Hip Hall Mix],388.0,"Provocative,Sexual,Sexy,Sleazy","Boisterous,Brash,Carefree,Confident,Energetic,Exuberant,Fun,Playful,Provocative,Rousing,Sexual,Sexy,Sleazy,Sweet","6,6,7,7,7,7,8,8,8,8,9,9,9,9","Electronic,R&B","5,9","Girls Night Out,Seduction,Sex","7,8,9","Club/Dance,Contemporary R&B,Urban","5,9,9",0.66875,0.631875,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q1/MT0031901408.mp3
MT0031903528,Q3,Bo Diddley,Somewhere,152.0,"Greasy,Gritty,Innocent,Lazy,Melancholy,Reserved,Street-Smart,Weary","Dramatic,Earnest,Earthy,Greasy,Gritty,Innocent,Intimate,Laid-Back/Mellow,Lazy,Melancholy,Passionate,Reflective,Reserved,Sentimental,Street-Smart,Swaggering,Warm,Weary,Yearning","5,5,5,5,6,6,6,6,6,6,7,7,7,7,8,8,8,9,9","Blues,Pop/Rock,R&B","5,9,9","Feeling Blue,In Love,Late Night","9,9,9","Early R&B,Electric Chicago Blues,Regional Blues,Rock & Roll","5,5,9,9",0.35125,0.3675,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q3/MT0031903528.mp3
MT0031914705,Q1,Gipsy Kings,Vamos a Bailar,308.0,"Cathartic,Fiery,Sexy,Spicy,Theatrical,Urgent","Bright,Cathartic,Dramatic,Earnest,Fiery,Freewheeling,Passionate,Romantic,Sexy,Spicy,Theatrical,Urgent,Yearning","6,7,7,7,7,7,7,7,8,8,9,9,9","International,Jazz","5,9","Dinner Ambiance,In Love,Romantic Evening,Seduction","7,8,9,9","Contemporary Flamenco,Flamenco,Spanish Folk,Western European Traditions,World Fusion,Worldbeat","5,7,7,8,9,9",0.58875,0.5875,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q1/MT0031914705.mp3
MT0031917087,Q1,Rick Nelson,Ain't Nothin' But Love,142.0,"Celebratory,Cheerful,Energetic,Exciting,Freewheeling,Fun,Innocent,Lively,Playful,Rollicking","Celebratory,Cheerful,Energetic,Exciting,Freewheeling,Fun,Innocent,Lively,Playful,Rollicking,Rousing","8,8,9,9,9,9,9,9,9,9,9",Pop/Rock,9,"Cool & Cocky,Guys Night Out,Hanging Out,Heartache,Partying","9,9,9,9,9","Rock & Roll,Rockabilly","9,9",0.6375,0.82875,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q1/MT0031917087.mp3
MT0031917220,Q4,The Persuasions,Life Is a Ballgame,203.0,"Organic,Reverent,Spiritual","Amiable/Good-Natured,Boisterous,Cheerful,Confident,Earnest,Earthy,Exuberant,Lively,Organic,Reverent,Sophisticated,Spiritual","9,9,9,9,9,9,9,9,9,9,9,9","R&B,Religious,Vocal","10,5,9","Affirmation,Empowering","9,9","Acappella,Gospel,Soul,Spirituals","5,5,9,9",0.41125,0.56875,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q4/MT0031917220.mp3
MT0031919267,Q1,Louis Armstrong,Knee Drops,204.0,"Celebratory,Cheerful,Happy,Joyous,Rambunctious","Amiable/Good-Natured,Boisterous,Carefree,Celebratory,Cheerful,Confident,Earthy,Energetic,Exuberant,Freewheeling,Fun,Happy,Joyous,Lively,Playful,Rambunctious","6,7,7,7,7,7,7,8,8,8,8,8,9,9,9,9",Jazz,9,"Freedom,Picnic,Summer,TGIF","7,8,8,9","Dixieland,Early Jazz,New Orleans Jazz","7,8,9",0.63125,0.875,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q1/MT0031919267.mp3
MT0031924755,Q2,MC Ren,Kizz My Black Azz,0.0,"Harsh,Hostile,Malevolent,Outraged,Sexual,Sleazy,Thuggish","Aggressive,Brash,Confident,Confrontational,Harsh,Hostile,Malevolent,Menacing,Outraged,Provocative,Raucous,Sexual,Sleazy,Street-Smart,Thuggish","7,7,7,7,8,8,8,8,9,9,9,9,9,9,9",Rap,9,"Cool & Cocky,Guys Night Out,Hanging Out","7,8,8","Gangsta Rap,Hardcore Rap,West Coast Rap","9,9,9",0.58,0.305,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q2/MT0031924755.mp3
MT0031925901,Q2,Crass,Don't Get Caught,171.0,"Angry,Angst-Ridden,Bitter,Harsh,Hostile,Ramshackle,Reckless,Snide,Trashy","Aggressive,Angry,Angst-Ridden,Bitter,Brash,Brooding,Confrontational,Gritty,Gutsy,Harsh,Hostile,Poignant,Provocative,Ramshackle,Raucous,Rebellious,Reckless,Rousing,Rowdy,Snide,Trashy,Urgent,Visceral,Volatile","7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8",Pop/Rock,9,"Empowering,Freedom,Mischievous,Revolutionary","7,7,8,8","Anarchist Punk,British Punk,Hardcore Punk,Punk,Punk/New Wave","8,9,9,9,9",0.56375,0.27625,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q2/MT0031925901.mp3
MT0031939057,Q4,Alan Jackson,If You Don't Want to See Santa Claus Cry,194.0,"Agreeable,Bright,Carefree,Cheerful,Flowing,Reverent,Sweet","Agreeable,Amiable/Good-Natured,Bright,Carefree,Cheerful,Earnest,Earthy,Flowing,Reverent,Sentimental,Sweet","5,5,5,5,5,5,5,5,7,9,9","Country,Holiday,International,Pop/Rock,Religious","5,5,5,5,9","Awareness,Biographical,Christmas,Christmas Party,Holidays,Loss/Grief,Relationships,Religion,World View","5,5,5,5,5,5,5,5,5","Adult Contemporary,Christmas,Contemporary Country,Country-Pop,Holidays,New Traditionalist","5,5,5,5,9,9",0.3931249999999999,0.76375,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q4/MT0031939057.mp3
MT0031940284,Q3,Jimmy Reed,You Upset My Mind,172.0,"Greasy,Lazy,Messy,Sparse","Carefree,Earnest,Earthy,Freewheeling,Greasy,Laid-Back/Mellow,Lazy,Light,Messy,Organic,Playful,Refined,Relaxed,Reserved,Self-Conscious,Soothing,Sparse,Street-Smart,Swaggering,Warm,Weary","5,5,5,6,6,6,7,7,7,8,8,8,8,8,8,8,8,8,9,9,9","Blues,R&B","3,9","Feeling Blue,Hanging Out,Relaxation,Summer","4,7,9,9","Blues Revival,Chicago Blues,Early R&B,Electric Blues,Electric Chicago Blues,Electric Harmonica Blues,Regional Blues","3,8,8,8,8,9,9",0.44375,0.25,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q3/MT0031940284.mp3
MT0031951901,Q3,Junior Parker,Five Long Years,0.0,"Anguished/Distraught,Gloomy,Greasy,Lazy","Anguished/Distraught,Brooding,Confrontational,Dramatic,Earthy,Gloomy,Greasy,Gritty,Intimate,Lazy,Nocturnal,Passionate,Plaintive,Searching,Self-Conscious","3,4,5,5,5,6,6,6,6,7,7,7,8,8,9","Blues,R&B","6,8","Heartache,Introspection,Jealousy","9,9,9","Early R&B,Electric Memphis Blues,Regional Blues,Soul-Blues","6,7,8,8",0.44375,0.2425,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q3/MT0031951901.mp3
MT0031952089,Q1,Gipsy Kings,Princessa,214.0,"Cathartic,Fiery,Sexy,Spicy","Bravado,Bright,Cathartic,Celebratory,Confident,Dramatic,Energetic,Fiery,Freewheeling,Intense,Lively,Passionate,Rousing,Sexy,Spicy,Urgent,Yearning","6,7,7,7,7,7,7,8,8,8,8,8,8,9,9,9,9","International,Jazz","5,9","Dinner Ambiance,In Love,New Love","9,9,9","Contemporary Flamenco,Flamenco,Spanish Folk,Western European Traditions,World Fusion,Worldbeat","5,7,7,8,9,9",0.70375,0.665,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q1/MT0031952089.mp3
MT0031964947,Q2,Crass,Berkertex Bribe,141.0,"Angry,Angst-Ridden,Bitter,Harsh,Hostile,Ramshackle,Reckless,Snide,Trashy","Aggressive,Angry,Angst-Ridden,Bitter,Brash,Brooding,Confrontational,Gritty,Gutsy,Harsh,Hostile,Poignant,Provocative,Ramshackle,Raucous,Rebellious,Reckless,Rousing,Rowdy,Snide,Trashy,Urgent,Visceral,Volatile","7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8",Pop/Rock,9,"Empowering,Freedom,Mischievous,Revolutionary","7,7,8,8","Anarchist Punk,British Punk,Hardcore Punk,Punk,Punk/New Wave","8,9,9,9,9",0.56375,0.27625,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q2/MT0031964947.mp3
MT0031972398,Q2,DJ Assault,Dat Niggas Revenge,85.0,"Outrageous,Sexual,Silly,Sleazy,Trashy","Boisterous,Energetic,Hedonistic,Humorous,Lively,Outrageous,Raucous,Rousing,Rowdy,Sexual,Silly,Sleazy,Trashy","5,5,5,5,6,6,7,7,7,7,8,8,8","Electronic,Rap","7,9","Guys Night Out,Mischievous,Seduction","5,7,7","Bass Music,Club/Dance,Dirty Rap,Electro,Party Rap,Techno,Techno Bass","3,7,8,8,8,9,9",0.58,0.39875,/Users/kat/Desktop/code/projects/data/merge-balanced/audio/Q2/MT0031972398.mp3
